Name,Record ID,Organization Full Name,Trimmed Name,Shorthand,Type,Sub-Type,EIN,EIN searched,Parent Org,Website,Mission/Description,Network Membership,# Networks,Network Founder,Maps Managed,Tech Tools,People,Street,City,State,Zip,General Contact Email,Org Phone,Location Scope,Location Notes,Data Source,Tax Class/Subsection,Subsection Description,nonprofit class w description,NTEE Code,Goals,Category of Work,Methods,Self-Identified Ideology,Funder Type,External Schema,DFN Coding,Candid Subject,Candid Population,CC Primary Work,CC Topic(s),CC Work Area(s),CC Audiences,Link to Agora,2022 Revenue,2021 Revenue,2020 Revenue,2019 Revenue,2018 Revenue,2017 Revenue,2016 Revenue,2015 Revenue,Full Data,FLAG FOR REVIEW,Reason for flag/review,Flagged/unflagged by,Notes,Last modified,Created by,Orgs & Funders table,Latest Tax Year (from Link to Agora),DFN 990 data,Last modified by,Ruling Year,IRS Org Name,Resolved,Resolved by,Organization does not exist,Organization does not meet criteria for inclusion,Notes about not meeting criteria,Latitude,Longitude
Woodmen of the World Omaha Woodmen Life Insurance Society,9337,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629075,,,,,,0,,,,,202 Rodelia St Apt B,Thomasville,NC,27360,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9338,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,,,47-0729309,,,,TRAINING LODGE OFFICERS AND MEMBERSHIP S,,0,,,,,5810 S 142nd St Ste A,Omaha,NE,68137,,,Community/Local - single,,Candid,501(c)(7),Social and Recreation Clubs,501(c)(7) Social and Recreation Clubs,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD OMAHA WOODMEN LIFE INSURANCE SOCIETY,$27378.00,,,,$49768.00,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1990,WOODMEN OF THE WORLD OMAHA WOODMEN LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9339,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629298,,,,,,0,,,,,601 Boatner St,Gueydan,LA,70542,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9340,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7628965,,,,,,0,,,,,1774 Woodmen Rd,Benson,NC,27504,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9341,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,36-3348249,,,,,,0,,,,,3215 186th St,Lansing,IL,60438,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9342,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7628997,,,,,,0,,,,,1156 McCaslin Pl,Maiden,NC,28650,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9343,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7630581,,,,,,0,,,,,1603 Madison Heights Dr,Valdosta,GA,31601,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9344,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7630552,,,,,,0,,,,,599 W Washington St,Grafton,WV,26354,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9345,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7630110,,,,,,0,,,,,206 Point East Dr,Nashville,TN,37216,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9346,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7630954,,,,,,0,,,,,1547 Highway 1054 N,Falmouth,KY,41040,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9347,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7630362,,,,,,0,,,,,2627 10th St,Port Arthur,TX,77640,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD OMAHA WOODMEN LIFE INSURANCE SOCIETY,,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,4/23/2024,Rachel Fersh,,2019,,Breanna Bowyer,1941,WOODMEN OF THE WORLD OMAHA WOODMEN LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9348,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,58-1669211,,,,,,0,,,,,4870 Seven Islands Rd,Madison,GA,30650,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9349,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629194,,,,,,0,,,,,PO Box 1024,Haleyville,AL,35565,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9350,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629637,,,,,,0,,,,,5510 Ansonville Rd,Marshville,NC,28103,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9351,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629173,,,,,,0,,,,,2217 Jackson Ave,Muscle Shoals,AL,35661,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9352,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7631212,,,,,,0,,,,,RR 1 Box 258,Coushatta,LA,71019,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9353,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7574110,,,,,,0,,,,,2750 Swope Ln,Fallon,NV,89406,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9354,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,58-1559139,,,,,,0,,,,,1186 Ga Highway 21 E,Millen,GA,30442,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9355,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629393,,,,,,0,,,,,1525 E 6th St,Fremont,NE,68025,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9356,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,58-1775443,,,,,,0,,,,,PO Box 1507,Dublin,GA,31040,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9357,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7413766,,,,,,0,,,,,160 E Main St,Alamo,TN,38001,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9358,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7630041,,,,,,0,,,,,2403 Marilyn Ln,Ardmore,OK,73401,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9359,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629144,,,,,,0,,,,,704 Kay Lynn Dr,Las Vegas,NM,87701,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9360,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629865,,,,,,0,,,,,1700 Farnam St,Omaha,NE,68102,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9361,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7629857,,,,,,0,,,,,39 W Barnes Ave,Chattahoochee,FL,32324,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9362,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,31-1396977,,,,,,0,,,,,1465 Nutmeg St,Aberdeen,OH,45101,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9363,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7630768,,,,,,0,,,,,1523 Price House Rd,Roebuck,SC,29376,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9364,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,56-1575947,,,,,,0,,,,,5617 East Bandys Cross Rd,Catawba,NC,28609,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9365,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7630665,,,,,,0,,,,,5740 Windmill Way Ste 1,Carmichael,CA,95608,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9366,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7630594,,,,,,0,,,,,PO Box 642,Hinesville,GA,31310,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,,,Breanna Bowyer,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9367,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7328043,,,,,,0,,,,,346 Surrey Club Ln,Stephens City,VA,22655,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9368,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,47-0779236,,,,,,0,,,,,PO Box 5589,Albuquerque,NM,87185,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Omaha Woodmen Life Insurance Society,9369,Woodmen of the World Omaha Woodmen Life Insurance Society,Woodmen of the World Omaha Woodmen Life Insurance Society,,Practitioner Organization,Chapter,23-7631010,,,,,,0,,,,,PO Box 5,Madisonville,KY,42431,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
