Name,City,State,Zip,EIN,Source,Goals,Category of Work,Methods,Focus Areas
Future Builders,Wrightsville,AR,72183,710684493,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Environmental Stewardship; Healthy Futures; Veterans and Military Families
GENAUSTIN,Austin,TX,78741,742837732,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
"GENESEE COUNTY, NY",Batavia,NY,14020,166002560,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Environmental Stewardship; Healthy Futures
GIRL SCOUTS OF NORTHEAST TEXAS,Dallas,TX,75252,751101571,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
GLOBAL GAME CHANGERS CHILDRENS EDUCATION INITIATIVE INC,Louisville,KY,40202,463268917,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"GOODWILL INDUSTRIES-BIG BEND, INC.",Tallahassee,FL,32304,591279499,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
GOVERNMENT OF GUAM- DEPARTMENT OF ADMINISTRATION,Tamuning,GU,96913,980018947,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
GRAFTON COUNTY SENIOR CITIZENS COUNCIL I,Lebanon,NH,03766,237248316,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
GREATER CLEVELAND VOLUNTEERS,Cleveland,OH,44103,341356768,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
"GREEN RIVER AREA DEVELOPMENT DISTRICT, INC.",Owensboro,KY,42301,610706096,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
GRID Alternatives,Emeryville,CA,94608,260043353,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Environmental Stewardship
GROWTH OPPORTUNITIES THROUGH ATHLETICS LEARNING & SERVICE,Anaheim,CA,92801,954457394,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
GULF SPECIMEN MARINE LABORATORIES INC,Panacea,FL,32346,592021454,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
Gardeneers,Chicago,IL,60624,464651665,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
Gateway to the Great Outdoors,Chicago,IL,60613,815044989,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
Generation Teach Inc.,Boston,MA,02109,465126839,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Genesis & Light Center,Jackson,MS,39206,363840086,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Veterans and Military Families
"George B. Thomas, Sr Learning Academy, Inc., The",Silver Spring,MD,20902,521962992,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
George Mason University,Fairfax,VA,22030,540836354,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
George Washington University (The),Washington,DC,20052,530196584,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Georgia Housing and Finance Authority,Atlanta,GA,30329,581222605,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
"Georgia Southern University Research and Service Foundation, Inc.",Statesboro,GA,30458,582354256,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
Georgia State University Research Foundation Inc,Atlanta,GA,30303,581845423,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
Georgia Tech Research Corporation,Atlanta,GA,30332,580603146,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Ghost Ranch,Abiquiu,NM,87510,237188767,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Infrastructure
Giants Community Fund,San Francisco,CA,94107,943200061,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
"Girl Scouts oO Greater Chicago and Northwest Indiana, Inc.",Chicago,IL,60603,363871241,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
Girl Scouts of Central Maryland,Baltimore,MD,21215,52-0780207,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Infrastructure
Girl Scouts of Eastern Massachusetts,Waltham,MA,02452,042703281,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Girl Scouts of Greater South Texas,Harlingen,TX,78550,741256499,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Girl Scouts of Kentucky's Wilderness Rd,Lexington,KY,40505,610608104,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Girl Scouts of North-Central Alabama Inc,Trussville,AL,35173,630288834,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Girl Scouts of Northern Illinois,South Elgin,IL,60177,362358083,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Girl Scouts of Southeastern New England,Warwick,RI,02886,050300724,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
Glassroots,New Orleans,LA,70126,851936629,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Environmental Stewardship
Global Green USA,North Hollywood,CA,91601,770387124,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Environmental Stewardship
Gold Country Community SVC,Grass Valley,CA,95945,942436273,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Services; Healthy Futures
Golden State Opportunity,San Francisco,CA,94104,95-6221642,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Urban/Rural Development
Goodwill Industries of Kansas,Wichita,KS,67226,480673284,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
Goodwill Industries of Northern New England,Gorham,ME,04038,010284340,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
"Goodwilll Industries of the Southern Rivers, Inc.",Columbus,GA,31906,586035822,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
Governors Office of Planning & Research,Sacramento,CA,95814,946001347,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
Governors Office of Volunteer Services,Montgomery,AL,36104,636000619,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
Governors Partnership to Protect Connecticut's Workforce,East Hartford,CT,06118,061275193,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
Governors State University,University Park,IL,60484,362684803,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Veterans and Military Families
Graceland University,Lamoni,IA,50140,420707114,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
Grand Gateway Economic Development Association,Big Cabin,OK,74332,730762289,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
"Grand Street Settlement, Inc",New York,NY,10002,135562230,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education; Healthy Futures
"Grant, City of",Grants,NM,87020,856000135,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
"Great Lakes Inter-Tribal Council, Inc.",Lac Du Flambeau,WI,54538,391077479,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
"Great Oaks Foundation, Inc.",New York,NY,10002,275281234,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Great Peninsula Conservancy,Bremerton,WA,98337,911110978,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Greater Anchorage Inc,Unusable Addr,AK,Unusable Addr,926001000,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Infrastructure
Greater Chicago Food Depository,Chicago,IL,60632,362971864,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures; Veterans and Military Families
"Greater Cleveland Neighborhood Centers Association, Inc.",Cleveland,OH,44103,340714688,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
Greater Erie Community Action Committee,Erie,PA,16501,256068246,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education; Environmental Stewardship; Healthy Futures
Greater Lawrence Community Action Council,Lawrence,MA,01840,042397449,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
Greater Miami Service Corps,Miami,FL,33127,650221820,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
Greater Portland Council of Governments,Portland,ME,04103,830879130,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Environmental Stewardship
"Greenagers, Inc.",South Egremont,MA,01258,461728356,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Environmental Stewardship
Greene Lamp Inc,Kinston,NC,28501,560857923,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Grenada School District,Grenada,MS,38901,646008811,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"Groundwork Bridgeport, Inc.",Bridgeport,CT,06604,061556949,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
Groundwork Rhode Island,Pawtucket,RI,02860,050397766,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
"Grow Ohio Valley, Inc",Wheeling,WV,26003,320293018,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
"Guahan Academy Charter School ,INC.",Barrigada,GU,96913,660755479,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Education
Guam Memorial Hospital Authority,Tamuning,GU,96913,980018947,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity; Healthy Futures
Guam Waterworks Authority,Tamuning,GU,96913,660540236,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Environmental Stewardship
"Guardianship Services, Inc.",Fort Worth,TX,76104,752739419,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Healthy Futures
"Gulf Coast Jewish Family and Community Services, INC.",Clearwater,FL,33760,591229354,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
HABITAT FOR HUMANITY INTERNATIONAL INC,Atlanta,GA,30303,911914868,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
"HABITAT FOR HUMANITY INTERNATIONAL, INC.",West Bend,WI,53090,270819276,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures
HEAD START OF ROCKLAND INC,Haverstraw,NY,10927,132533231,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"HEALING ACTION NEWORK, INC.",Saint Louis,MO,63109,454398011,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
"HEALTH AND SOCIAL SERVICES, DELAWARE DEPARTMENT OF",New Castle,DE,19720,516000279,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"HEALTH AND WELFARE, IDAHO DEPARTMENT OF",Boise,ID,83702,826000995,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
HEALTH ASSOCIATION OF NIAGARA COUNTY INC,Niagara Falls,NY,14301,160743206,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education; Healthy Futures
HEALTH SERVICES KENTUCKY CABINET FOR,Frankfort,KY,40601,610600439,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity
"HEALTHY AGING, RHODE ISLAND OFFICE OF",Cranston,RI,02920,056000522,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
HEALTHY ENVIRONMENT ALLIANCE,Salt Lake City,UT,84101,841409393,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Environmental Stewardship
HELENS HOPE CHEST,Mesa,AZ,85201,464747933,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
HELP New Mexico Inc,Albuquerque,NM,87108,850194018,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
"HELP US GROW FOUNDATION, INC.",Louisville,KY,40257,820905190,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
HELPING MAMAS INC,Norcross,GA,30093,471381339,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
HENRY STREET SETTLEMENT,New York,NY,10002,131562242,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
