"","Name","Record ID","Organization Full Name","Trimmed Name","Shorthand","Type","Sub-Type","EIN","EIN searched","Parent Org","Website","Mission/Description","Network Membership","# Networks","Network Founder","Maps Managed","Tech Tools","People","Street","City","State","Zip","General Contact Email","Org Phone","Location Scope","Location Notes","Data Source","Tax Class/Subsection","Subsection Description","nonprofit class w description","NTEE Code","Goals","Category of Work","Methods","Self-Identified Ideology","Funder Type","External Schema","DFN Coding","Candid Subject","Candid Population","CC Primary Work","CC Topic(s)","CC Work Area(s)","CC Audiences","Link to Agora","2022 Revenue","2021 Revenue","2020 Revenue","2019 Revenue","2018 Revenue","2017 Revenue","2016 Revenue","2015 Revenue","Full Data","FLAG FOR REVIEW","Reason for flag/review","Flagged/unflagged by","Notes","Last modified","Created by","Orgs & Funders table","Latest Tax Year (from Link to Agora)","DFN 990 data","Last modified by","Ruling Year","IRS Org Name","Resolved","Resolved by","Organization does not exist","Organization does not meet criteria for inclusion","Notes about not meeting criteria","Latitude","Longitude","lat","long"
"574","Woodmen of the World Omaha Woodmen Life Insurance Society",9760,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","54-1284263",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 600","Dayton","VA",22821,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4148492,-78.9386427
"575","Woodmen of the World Omaha Woodmen Life Insurance Society",9761,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629564",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"167 Wheaton St","Ellabell","GA",31308,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1235368,-81.4856673
"576","Woodmen of the World Omaha Woodmen Life Insurance Society",9762,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630748",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 2891","Apopka","FL",32704,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,28.678013,-81.511398
"577","Woodmen of the World Omaha Woodmen Life Insurance Society",9763,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7628967",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"56 Locust Dr","Fletcher","NC",28732,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4309336,-82.5011239
"578","Woodmen of the World Omaha Woodmen Life Insurance Society",9764,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","14-1770159",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"34 Riley Ave","Plattsburgh","NY",12901,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6951801,-73.4549227
"579","Woodmen of the World Omaha Woodmen Life Insurance Society",9765,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629964",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 65","Mount Olive","NC",28365,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1965532,-78.0663788
"580","Woodmen of the World Omaha Woodmen Life Insurance Society",9766,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7628899",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"14815 Brant Rd SW","Cumberland","MD",21502,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6526498,-78.762383
"581","Woodmen of the World Omaha Woodmen Life Insurance Society",9767,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1484034",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1186 Ga Highway 21 E","Millen","GA",30442,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8040512,-81.9492812
"582","Woodmen of the World Omaha Woodmen Life Insurance Society",9768,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630943",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"3400 Affirmed Ct","Owensboro","KY",42303,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7742152,-87.1133304
"583","Woodmen of the World Omaha Woodmen Life Insurance Society",9769,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7574020",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1722 Gablehammer Rd","Westminster","MD",21157,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5751717,-76.9959168
"584","Woodmen of the World Omaha Woodmen Life Insurance Society",9770,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630617",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1105 Murray Cir SW","Marietta","GA",30064,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9528472,-84.5496148
"585","Woodmen of the World Omaha Woodmen Life Insurance Society",9771,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","56-1484084",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"3 Kilowatt Ln","Sylva","NC",28779,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3737111,-83.2259803
"586","Woodmen of the World Omaha Woodmen Life Insurance Society",9772,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","56-1430857",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 974","Newport","NC",28570,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7865497,-76.8591057
"587","Woodmen of the World Omaha Woodmen Life Insurance Society",9773,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","59-2444509",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"6312 Nadine Rd","Panama City","FL",32404,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1586518,-85.6602936
"588","Woodmen of the World Omaha Woodmen Life Insurance Society",9774,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","52-0818427",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1809 Belvedere Blvd","Silver Spring","MD",20902,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9959461,-77.0276231
"589","Woodmen of the World Omaha Woodmen Life Insurance Society",9775,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629574",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"4240 Swamp Rd","Waycross","GA",31503,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2135511,-82.3540178
"590","Woodmen of the World Omaha Woodmen Life Insurance Society",9776,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629053",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"221 Ashland St","Archdale","NC",27263,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD OMAHA WOODMEN LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD OMAHA WOODMEN LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.914581,-79.9719831
"591","Woodmen of the World Omaha Woodmen Life Insurance Society",9777,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","57-0871934",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"2170 Jones Rd","Kershaw","SC",29067,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5517286,-80.5832479
"592","Woodmen of the World Omaha Woodmen Life Insurance Society",9778,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629698",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"203 Ross Ave","Buffalo","NY",14207,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8867166,-78.8783922
"593","Woodmen of the World Omaha Woodmen Life Insurance Society",9779,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629713",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"4409 N Slauson Cir","Montgomery","AL",36106,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3669656,-86.3006485
"594","Woodmen of the World Omaha Woodmen Life Insurance Society",9780,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1446599",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"727 Oak St","Nashville","GA",31639,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2074197,-83.2501548
"595","Woodmen of the World Omaha Woodmen Life Insurance Society",9781,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631091",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"116 Saratoga Ln","Cheraw","SC",29520,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6976564,-79.8833971
"596","Woodmen of the World Omaha Woodmen Life Insurance Society",9782,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629511",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"232 Gettys St","Gettysburg","PA",17325,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/13/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8308973,-77.231012
"597","Woodmen of the World Omaha Woodmen Life Insurance Society",9783,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","54-1721230",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"7426 Fairway Ave","Henrico","VA",23228,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5926409,-78.6161132
"598","Woodmen of the World Omaha Woodmen Life Insurance Society",9784,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631025",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"18070 Pheasant Ln","Covington","LA",70435,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4753525,-90.1010474
"599","Woodmen of the World Omaha Woodmen Life Insurance Society",9785,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629962",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 65","Mount Olive","NC",28365,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1965532,-78.0663788
"600","Woodmen of the World Omaha Woodmen Life Insurance Society",9786,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1776590",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 233","Comer","GA",30629,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,NA,NA,"Breanna Bowyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.0637227,-83.1254261
"601","Woodmen of the World Omaha Woodmen Life Insurance Society",9787,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629973",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"852 Giddeons Pond Rd","Willard","NC",28478,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.690168,-77.9797079
"602","Woodmen of the World Omaha Woodmen Life Insurance Society",9788,"Woodmen of the World Omaha Woodmen Life Insurance Society","Woodmen of the World Omaha Woodmen Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630762",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1921 Converse Dr","Florence","SC",29501,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.17460875,-79.7801790445336
